employee_id,name,email,department,designation,salary,date_of_joining
910,David Douglas,troywagner@mason-mckay.biz,IT,Data Scientist,58334.12,2023-03-28
911,Erica Price,riverachristopher@kim.info,Finance,Accountant,112578.15,2022-08-11
912,Lisa Wilson,evanseric@delgado.net,IT,Data Scientist,69687.16,2022-12-16
913,Natasha Steele,lopezkimberly@yu.biz,HR,HR Manager,119509.03,2020-08-15
914,Joshua Robinson,xpatel@miller-thornton.com,Operations,Operations Manager,51725.28,2017-04-30
915,Michael Hunter,vwalker@gmail.com,Operations,Procurement Specialist,73463.04,2019-09-29
916,Amy Smith,harpermalik@hotmail.com,Operations,Operations Manager,49234.04,2016-05-17
917,Michael Richardson,hebertamanda@yahoo.com,Operations,Procurement Specialist,67232.31,2016-11-06
918,Travis Ho,mike05@gmail.com,Finance,Financial Analyst,82984.01,2015-05-31
919,Sandra Diaz,dodsondouglas@woods.info,Operations,Procurement Specialist,64616.17,2015-08-22
920,Regina Johnston,victoriarodgers@gmail.com,Marketing,Content Strategist,90304.14,2018-06-11
921,Jason Hill,thomasmorris@banks.net,HR,Recruiter,102576.41,2018-11-25
922,Kimberly Hammond,ehicks@jackson-dominguez.info,HR,HR Manager,103552.29,2020-11-13
923,Jennifer Kelly,iharris@berry-lawrence.com,Marketing,Content Strategist,74394.77,2021-01-03
924,Susan Chandler,bill48@yahoo.com,HR,Training Specialist,109884.25,2022-05-17
925,Sean Peterson,gbailey@gmail.com,HR,HR Manager,105766.66,2019-07-13
926,Derek Richardson,richardmiller@gmail.com,HR,HR Manager,47753.67,2019-02-19
927,John Davis,jenniferbrewer@ruiz.biz,IT,Software Engineer,80378.25,2023-08-30
928,Nicole Soto,silvaanne@soto.com,Marketing,Marketing Manager,87246.79,2019-05-25
929,William Lawrence,jamesvillanueva@arnold-sexton.com,HR,Training Specialist,119124.58,2016-10-10
930,Alicia Taylor,nelsonmark@gmail.com,Marketing,Marketing Manager,117493.27,2016-12-17
931,Zachary Henson,ericaacosta@matthews-robinson.com,Sales,Business Development,90226.36,2018-11-27
932,Amanda Schultz,vjacobs@hotmail.com,IT,Data Scientist,40189.71,2021-05-14
933,Larry Ortiz,xsaunders@garrison.org,HR,HR Manager,79589.26,2024-12-21
934,Jesus Robertson,melaniegarcia@simpson.com,HR,Training Specialist,93355.64,2015-08-10
935,Emily Cline,ajacobson@gmail.com,HR,Recruiter,81519.06,2022-12-16
936,Sarah Harmon,mary91@gmail.com,IT,Software Engineer,109204.45,2022-03-27
937,Nancy Bell,donald38@hotmail.com,Marketing,SEO Specialist,86485.78,2021-07-30
938,Shane Goodman,stevenduarte@garcia-mitchell.net,IT,Data Scientist,81317.91,2022-06-13
939,Robert Davis,charleskelly@reynolds.com,Finance,Financial Analyst,87455.2,2015-11-02
940,Audrey Thomas,martinjesse@fernandez-reynolds.com,Finance,Accountant,54148.53,2022-07-14
941,Gary Smith,fmontoya@joyce.com,IT,DevOps Engineer,62211.25,2021-03-05
942,Brandi Garcia,richard53@cunningham.com,Finance,Financial Analyst,116491.91,2016-08-13
943,Timothy Jones,kimberlyvaughan@vargas-reed.com,IT,Data Scientist,49434.17,2016-02-10
944,Patricia Smith,williamsdonna@smith-phillips.com,IT,Data Scientist,73019.5,2024-12-06
945,Danielle Donovan,josephriley@yahoo.com,Finance,Financial Analyst,45013.01,2019-06-28
946,Matthew Peters,aadkins@yahoo.com,Finance,Financial Analyst,44274.9,2022-07-18
947,Todd Dickerson,alecmcdonald@porter.org,HR,Training Specialist,56458.76,2024-06-06
948,Tamara Sweeney,ashleybecker@hunt-grant.com,Marketing,SEO Specialist,54149.17,2020-02-20
949,Gerald Bryant,kaylamcdonald@gmail.com,Sales,Sales Executive,109476.57,2016-04-22
950,Jamie Edwards,adelgado@gmail.com,IT,DevOps Engineer,48406.47,2015-12-15
951,Jared Mccarthy,rivasemily@hotmail.com,Marketing,Marketing Manager,96333.38,2018-09-19
952,John Thompson,hreeves@yahoo.com,Operations,Operations Manager,66414.44,2022-09-20
953,Christopher Hernandez,quinndawn@yahoo.com,IT,Software Engineer,92181.29,2024-03-20
954,Janet Gonzalez,iadams@hotmail.com,Finance,Financial Analyst,119053.57,2017-08-15
955,Tiffany Wilson,robert65@jones.com,Marketing,Content Strategist,65280.25,2020-11-06
956,Christine Keller,kanejudy@grimes.com,Finance,Financial Analyst,101236.4,2017-09-06
957,Anthony Graham,corey59@coleman-jones.net,Operations,Logistics Coordinator,113431.32,2020-11-17
958,Alisha Hahn,yjordan@cox-elliott.com,Finance,Accountant,103415.29,2021-09-22
959,Brian Thompson,carriedavis@schmitt-thompson.info,HR,Recruiter,51460.54,2020-05-13
960,William Smith,jeromeboyd@brown.com,HR,Training Specialist,87278.11,2015-07-31
961,Melissa Jones,whitekaitlyn@yahoo.com,Marketing,Content Strategist,105478.06,2023-04-15
962,Kevin Newton,gillespiegregory@yahoo.com,IT,DevOps Engineer,69133.41,2016-01-25
963,Jennifer Wilson,ojones@yahoo.com,IT,Data Scientist,48972.95,2022-07-22
964,Phyllis Li,arielbecker@hall-davis.biz,Operations,Procurement Specialist,119709.73,2024-09-29
965,Kent Watts,kylie21@alvarez-campbell.com,Operations,Procurement Specialist,116177.28,2023-09-11
966,Michelle Hamilton,whitelinda@parker.com,IT,Software Engineer,104187.33,2018-12-26
967,Heather Fuller,adam97@french.info,Operations,Logistics Coordinator,42152.43,2022-01-27
968,Elizabeth Hansen,fitzgeraldvictor@gmail.com,Operations,Operations Manager,48543.04,2023-05-18
969,Samantha Adams,yolanda26@gmail.com,Marketing,Marketing Manager,42003.82,2017-06-23
970,Todd Hahn,kevin95@yahoo.com,Marketing,Content Strategist,81531.57,2020-12-03
971,Christopher Patterson,johnsonjeffrey@griffith.com,Operations,Logistics Coordinator,51227.41,2023-09-14
972,Dustin Clark,jesus65@hotmail.com,IT,DevOps Engineer,114730.96,2017-12-09
973,Lisa Gibson,sherrera@yahoo.com,IT,Software Engineer,54637.36,2021-10-24
974,Jessica Holland,vglass@yahoo.com,IT,Software Engineer,45570.62,2019-07-10
975,Mario Williams,robertsemily@trujillo.info,Sales,Sales Executive,40116.94,2016-11-04
976,Tyler Gallagher,aaron60@matthews.com,IT,DevOps Engineer,45396.35,2022-11-25
977,Melanie Allen,alyssa05@yahoo.com,IT,DevOps Engineer,105402.72,2024-12-20
978,Laurie Moore,justinkelly@gmail.com,Operations,Operations Manager,91855.79,2025-02-05
979,Denise Travis,ygonzales@gmail.com,IT,DevOps Engineer,62295.65,2020-01-15
980,Robert Rocha,christopherroberts@warner-shelton.com,Finance,Accountant,52605.22,2021-03-27
981,Victoria Strong,robinsonrobert@delgado.org,Operations,Operations Manager,93363.41,2020-08-28
982,Luis Smith,fbell@gmail.com,Finance,Financial Analyst,70819.12,2016-09-30
983,Christopher Lindsey,jcunningham@gmail.com,IT,Software Engineer,91817.98,2023-03-04
984,Nicholas Graham,wparks@dorsey.biz,Operations,Procurement Specialist,40159.23,2024-08-26
985,Robert Miller,clarkashley@bruce.com,Finance,Accountant,44678.76,2016-05-29
986,Rodney Nguyen,douglas92@hotmail.com,IT,Software Engineer,53840.53,2021-12-17
987,Lorraine Hart,ftaylor@daniels.net,HR,Training Specialist,80605.76,2018-11-13
988,Andrea Lara,bergermichael@yahoo.com,Marketing,Marketing Manager,63084.54,2020-12-02
989,Mary Obrien,sean41@castro.com,Sales,Account Manager,52238.63,2019-01-17
990,Andrew Shields,joneselaine@hotmail.com,Sales,Account Manager,81577.46,2018-10-30
991,Darren Wilson,julie12@mcclain.biz,Sales,Account Manager,76637.34,2017-03-11
992,Evan Wilson,smithjason@hotmail.com,Sales,Account Manager,116975.1,2023-10-05
993,Robert Bullock,brandon22@santana.com,Finance,Auditor,43754.94,2024-01-24
994,Patricia Cook,mallory22@gmail.com,Marketing,Content Strategist,87846.92,2023-04-18
995,Janet Dominguez,allengarcia@meyers-rogers.com,Finance,Auditor,65288.18,2016-07-13
996,Michael Costa,lewisdrew@woods.com,IT,Data Scientist,46815.65,2018-11-05
997,Mason Anderson,lopezsherry@oconnor-riley.biz,HR,HR Manager,115118.84,2016-07-06
998,Sean Wilson,frostsheena@davis.biz,HR,HR Manager,78141.59,2015-11-05
999,Emily Davidson,jacobhale@hotmail.com,Finance,Accountant,82670.65,2016-07-23
1000,Dennis Davidson,jacale@hotmail.com,IT,Data Scientist,81672.94,2020-02-05
